Group 1,Group 2,Group 3
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.85714', 'Distance: 0.38915']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86111', 'Distance: 0.39312']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86111', 'Distance: 0.39312']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86111', 'Distance: 0.39312']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86154', 'Distance: 0.39355']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86154', 'Distance: 0.39355']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86207', 'Distance: 0.39408']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86207', 'Distance: 0.39408']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86275', 'Distance: 0.39475']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86275', 'Distance: 0.39475']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86275', 'Distance: 0.39475']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86275', 'Distance: 0.39475']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86275', 'Distance: 0.39475']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86441', 'Distance: 0.39642']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86441', 'Distance: 0.39642']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86486', 'Distance: 0.39687']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86667', 'Distance: 0.39868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.86792', 'Distance: 0.39993']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87037', 'Distance: 0.40238']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87097', 'Distance: 0.40298']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87179', 'Distance: 0.40380']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87500', 'Distance: 0.40701']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87719', 'Distance: 0.40920']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87719', 'Distance: 0.40920']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87879', 'Distance: 0.41080']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.87879', 'Distance: 0.41080']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88000', 'Distance: 0.41201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88000', 'Distance: 0.41201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88000', 'Distance: 0.41201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88000', 'Distance: 0.41201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88000', 'Distance: 0.41201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88095', 'Distance: 0.41296']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88136', 'Distance: 0.41337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88136', 'Distance: 0.41337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88235', 'Distance: 0.41436']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88235', 'Distance: 0.41436']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88235', 'Distance: 0.41436']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88462', 'Distance: 0.41663']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88462', 'Distance: 0.41663']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88462', 'Distance: 0.41663']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88462', 'Distance: 0.41663']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88571', 'Distance: 0.41772']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88571', 'Distance: 0.41772']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.88889', 'Distance: 0.42090']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89286', 'Distance: 0.42487']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89286', 'Distance: 0.42487']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89474', 'Distance: 0.42675']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89552', 'Distance: 0.42753']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89655', 'Distance: 0.42856']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89655', 'Distance: 0.42856']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.89744', 'Distance: 0.42945']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90000', 'Distance: 0.43201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90196', 'Distance: 0.43397']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90476', 'Distance: 0.43677']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90476', 'Distance: 0.43677']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90476', 'Distance: 0.43677']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90476', 'Distance: 0.43677']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.90909', 'Distance: 0.44110']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91429', 'Distance: 0.44630']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91429', 'Distance: 0.44630']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.91667', 'Distance: 0.44868']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.92000', 'Distance: 0.45201']",
